COHORTE;PERÍODO ACADÉMICO CURSA;SEDE;CAMPUS;CARRERA;ÁREA;MODALIDAD;TIPO PROYECTOEDUCATIVO;NRO ALUMNOS
2019 - 2020;2019 - 2020;GUAYAQUIL;CENTENARIO;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;96
2019 - 2020;2019 - 2020;GUAYAQUIL;CENTENARIO;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;110
2019 - 2020;2019 - 2020;GUAYAQUIL;CENTENARIO;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;64
2019 - 2020;2019 - 2020;GUAYAQUIL;CENTENARIO;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;32
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;7
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;92
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;25
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;56
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;59
2019 - 2020;2019 - 2020;GUAYAQUIL;MARIA AUXILIADORA;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;107
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;104
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;ANTROPOLOGÍA;HUMANIDADES;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;15
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;BIOMEDICINA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;60
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;40
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;65
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;42
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;75
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;ECONOMÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;22
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN BÁSICA;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;26
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;23
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN INTERCULTURAL BILINGÜE;EDUCACION;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;188
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;ELECTRICIDAD;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;82
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;ELECTRÓNICA Y AUTOMATIZACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;70
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;32
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;254
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;215
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;44
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;MECÁNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;27
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;104
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;MEDICINA VETERINARIA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;74
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;PEDAGOGÍA DE LA ACTIVIDAD FISICA Y DEPORTE;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;78
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;97
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;30
2019 - 2020;2019 - 2020;MATRIZ CUENCA;EL VECINO;TEOLOGÍA;RAZÓN Y FE;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;6
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;117
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;AGROPECUARIA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;22
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;BIOMEDICINA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;35
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;96
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;71
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;NUEVA O REDISEÑO;2
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;115
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;NUEVA O REDISEÑO;1
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;EDUCACIÓN BÁSICA;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;38
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;40
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;FILOSOFÍA;HUMANIDADES;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;13
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;GERENCIA Y LIDERAZGO;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;40
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;84
2019 - 2020;2019 - 2020;QUITO;EL GIRÓN;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;349
2019 - 2020;2019 - 2020;QUITO;SUR;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;51
2019 - 2020;2019 - 2020;QUITO;SUR;ELECTRICIDAD;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;29
2019 - 2020;2019 - 2020;QUITO;SUR;ELECTRÓNICA Y AUTOMATIZACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;46
2019 - 2020;2019 - 2020;QUITO;SUR;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;49
2019 - 2020;2019 - 2020;QUITO;SUR;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;141
2019 - 2020;2019 - 2020;QUITO;SUR;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;145
2019 - 2020;2019 - 2020;QUITO;SUR;MECÁNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;51
2019 - 2020;2019 - 2020;QUITO;SUR;MECÁNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;NUEVA O REDISEÑO;1
2019 - 2020;2019 - 2020;QUITO;SUR;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;58
2019 - 2020;2019 - 2020;QUITO;SUR;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;32
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;65
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;21
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;NUEVA O REDISEÑO;1
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;17
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;35
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;ELECTRICIDAD;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;34
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;ELECTRÓNICA Y AUTOMATIZACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;18
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;31
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;54
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;37
2019 - 2020;2020 - 2020;GUAYAQUIL;CENTENARIO;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;16
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;3
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;77
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;17
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;52
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;41
2019 - 2020;2020 - 2020;GUAYAQUIL;MARIA AUXILIADORA;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;69
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;68
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;ANTROPOLOGÍA;HUMANIDADES;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;7
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;BIOMEDICINA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;41
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;27
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;43
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;28
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;48
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;ECONOMÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;15
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN BÁSICA;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;20
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;18
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;EDUCACIÓN INTERCULTURAL BILINGÜE;EDUCACION;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;159
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;ELECTRICIDAD;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;57
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;ELECTRÓNICA Y AUTOMATIZACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;40
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;21
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;152
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;158
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;25
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;MECÁNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;16
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;73
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;MEDICINA VETERINARIA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;38
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;PEDAGOGÍA DE LA ACTIVIDAD FISICA Y DEPORTE;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;55
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;67
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;20
2019 - 2020;2020 - 2020;MATRIZ CUENCA;EL VECINO;TEOLOGÍA;RAZÓN Y FE;EN LINEA;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;3
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;77
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;AGROPECUARIA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;14
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;BIOMEDICINA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;30
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;BIOTECNOLOGÍA;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;76
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;58
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;COMUNICACIÓN;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;NUEVA O REDISEÑO;2
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;78
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;CONTABILIDAD Y AUDITORÍA;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;NUEVA O REDISEÑO;1
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;EDUCACIÓN BÁSICA;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;37
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;EDUCACIÓN INICIAL;EDUCACION;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;38
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;FILOSOFÍA;HUMANIDADES;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;6
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;GERENCIA Y LIDERAZGO;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;24
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;INGENIERÍA INDUSTRIAL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;61
2019 - 2020;2020 - 2020;QUITO;EL GIRÓN;PSICOLOGÍA;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO HUMANO;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;283
2019 - 2020;2020 - 2020;QUITO;SUR;COMPUTACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;34
2019 - 2020;2020 - 2020;QUITO;SUR;ELECTRICIDAD;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;21
2019 - 2020;2020 - 2020;QUITO;SUR;ELECTRÓNICA Y AUTOMATIZACIÓN;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;34
2019 - 2020;2020 - 2020;QUITO;SUR;INGENIERÍA AMBIENTAL;CIENCIAS DE LA VIDA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;35
2019 - 2020;2020 - 2020;QUITO;SUR;INGENIERÍA AUTOMOTRIZ;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;91
2019 - 2020;2020 - 2020;QUITO;SUR;INGENIERÍA CIVIL;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;105
2019 - 2020;2020 - 2020;QUITO;SUR;MECÁNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;38
2019 - 2020;2020 - 2020;QUITO;SUR;MECATRÓNICA;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;43
2019 - 2020;2020 - 2020;QUITO;SUR;TELECOMUNICACIONES;CIENCIA Y TECNOLOGÍA;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;25
2019 - 2020;2020 - 2021;GUAYAQUIL;CENTENARIO;ADMINISTRACIÓN DE EMPRESAS;CIENCIAS ADMINISTRATIVAS Y ECONÓMICAS;PRESENCIAL;AJUSTE CURRICULAR / PROYECTOS DE CARRERA NUEVOS;58
